Date,Open,High,Low,Close,Volume,AdjustedClose,Return,Cluster
1970-01-01 00:00:00.020160303,11150.0,11200.0,10925.0,11150.0,26535200,2175.585,0.015945330296127658,0
1970-01-01 00:00:00.020160304,11175.0,11375.0,11075.0,11375.0,19247200,2219.487,0.020179372197309364,0
1970-01-01 00:00:00.020160307,11500.0,11500.0,11375.0,11400.0,20180200,2224.365,0.00219780219780219,0
1970-01-01 00:00:00.020160308,11450.0,11500.0,11150.0,11325.0,27630600,2209.731,-0.006578947368421018,0
1970-01-01 00:00:00.020160310,11250.0,11250.0,10925.0,11000.0,47776300,2146.317,-0.028697571743929395,0
1970-01-01 00:00:00.020160311,10900.0,11150.0,10850.0,11125.0,30581400,2170.707,0.011363636363636465,0
1970-01-01 00:00:00.020160314,11250.0,11250.0,11150.0,11175.0,18841600,2180.463,0.004494382022471877,0
1970-01-01 00:00:00.020160315,11125.0,11175.0,11025.0,11075.0,21636800,2160.951,-0.008948545861297563,0
1970-01-01 00:00:00.020160316,11000.0,11075.0,10925.0,11050.0,24008200,2156.073,-0.0022573363431150906,0
1970-01-01 00:00:00.020160317,11100.0,11175.0,11000.0,11000.0,29495600,2146.317,-0.004524886877828038,0
1970-01-01 00:00:00.020160318,11100.0,11200.0,11050.0,11125.0,47118000,2170.707,0.011363636363636465,0
1970-01-01 00:00:00.020160321,11100.0,11250.0,11075.0,11150.0,23809000,2175.585,0.0022471910112360494,0
1970-01-01 00:00:00.020160322,11175.0,11200.0,11100.0,11175.0,27541200,2180.463,0.0022421524663676085,0
1970-01-01 00:00:00.020160323,11175.0,11275.0,11150.0,11275.0,25585100,2199.975,0.008948545861297452,0
1970-01-01 00:00:00.020160324,11325.0,11325.0,11250.0,11275.0,20476100,2199.975,0.0,0
1970-01-01 00:00:00.020160328,11300.0,11300.0,11050.0,11100.0,9919900,2165.829,-0.01552106430155209,0
1970-01-01 00:00:00.020160329,11100.0,11125.0,10925.0,10975.0,19004900,2141.439,-0.011261261261261257,0
1970-01-01 00:00:00.020160330,10975.0,11200.0,10975.0,11150.0,29634000,2175.585,0.015945330296127658,0
1970-01-01 00:00:00.020160331,11050.0,11425.0,11050.0,11425.0,31797600,2229.243,0.024663677130044803,0
1970-01-01 00:00:00.020160401,11300.0,11300.0,11000.0,11100.0,24352600,2165.829,-0.02844638949671774,0
1970-01-01 00:00:00.020160404,11000.0,11125.0,11000.0,11100.0,11959700,2165.829,0.0,0
1970-01-01 00:00:00.020160405,11100.0,11175.0,11050.0,11100.0,15940200,2165.829,0.0,0
1970-01-01 00:00:00.020160406,11150.0,11175.0,11100.0,11150.0,16815000,2175.585,0.0045045045045044585,0
1970-01-01 00:00:00.020160407,11125.0,11175.0,11000.0,11100.0,19468000,2165.829,-0.004484304932735439,0
1970-01-01 00:00:00.020160408,11000.0,11075.0,10775.0,10800.0,35800400,2107.293,-0.027027027027026973,0
1970-01-01 00:00:00.020160411,10800.0,10875.0,10450.0,10475.0,28162200,2043.879,-0.03009259259259256,0
1970-01-01 00:00:00.020160412,10500.0,10700.0,10400.0,10625.0,24302800,2073.147,0.014319809069212486,0
1970-01-01 00:00:00.020160413,10700.0,10750.0,10500.0,10600.0,21498400,2068.269,-0.0023529411764705577,0
1970-01-01 00:00:00.020160414,10625.0,10625.0,10200.0,10225.0,73810900,1995.099,-0.035377358490566,0
1970-01-01 00:00:00.020160415,10200.0,10200.0,9800.0,10050.0,63681700,1960.953,-0.017114914425427896,0
1970-01-01 00:00:00.020160418,10000.0,10300.0,9850.0,10200.0,42164600,1990.221,0.014925373134328401,0
1970-01-01 00:00:00.020160419,10325.0,10350.0,10000.0,10150.0,29699700,1980.465,-0.004901960784313708,0
1970-01-01 00:00:00.020160420,10300.0,10500.0,10175.0,10475.0,47855800,2043.879,0.03201970443349755,0
1970-01-01 00:00:00.020160421,10525.0,10725.0,10500.0,10700.0,41401200,2087.781,0.021479713603818507,0
1970-01-01 00:00:00.020160422,10675.0,10925.0,10650.0,10900.0,40285500,2126.805,0.01869158878504673,0
1970-01-01 00:00:00.020160425,10850.0,10875.0,10400.0,10500.0,53850100,2048.757,-0.03669724770642202,0
1970-01-01 00:00:00.020160426,10450.0,10450.0,10050.0,10200.0,33759000,1990.221,-0.02857142857142858,0
1970-01-01 00:00:00.020160427,10150.0,10325.0,10125.0,10200.0,28365700,1990.221,0.0,0
1970-01-01 00:00:00.020160428,10300.0,10475.0,10225.0,10375.0,31136400,2024.367,0.017156862745097978,0
1970-01-01 00:00:00.020160429,10325.0,10375.0,10250.0,10350.0,15680600,2019.489,-0.002409638554216831,0
1970-01-01 00:00:00.020160502,10450.0,10450.0,10175.0,10275.0,12043700,2004.855,-0.007246376811594235,0
1970-01-01 00:00:00.020160503,10400.0,10550.0,10300.0,10525.0,29254400,2053.635,0.024330900243308973,0
1970-01-01 00:00:00.020160504,10500.0,10525.0,10200.0,10350.0,22988800,2019.489,-0.016627078384798155,0
1970-01-01 00:00:00.020160509,10350.0,10375.0,10025.0,10025.0,30959300,1956.075,-0.03140096618357491,0
1970-01-01 00:00:00.020160510,10000.0,10125.0,9975.0,10050.0,24356400,1960.953,0.0024937655860348684,0
1970-01-01 00:00:00.020160511,10100.0,10125.0,9975.0,10000.0,31884700,1951.197,-0.00497512437810943,0
1970-01-01 00:00:00.020160512,9975.0,10050.0,9850.0,9900.0,28788800,1931.685,-0.010000000000000009,0
1970-01-01 00:00:00.020160513,9900.0,9950.0,9750.0,9875.0,25595400,1926.807,-0.002525252525252486,0
1970-01-01 00:00:00.020160516,9850.0,9950.0,9800.0,9950.0,16527500,1941.441,0.0075949367088608,0
1970-01-01 00:00:00.020160517,9900.0,9950.0,9650.0,9700.0,20313700,1892.661,-0.025125628140703515,0
1970-01-01 00:00:00.020160518,9600.0,9750.0,9525.0,9525.0,43366500,1858.515,-0.01804123711340211,0
1970-01-01 00:00:00.020160519,9575.0,9700.0,9550.0,9675.0,33133000,1887.783,0.015748031496062964,0
1970-01-01 00:00:00.020160520,9600.0,9850.0,9600.0,9800.0,33291700,1912.173,0.012919896640826822,0
1970-01-01 00:00:00.020160523,9800.0,9925.0,9800.0,9925.0,13752000,1936.563,0.012755102040816313,0
1970-01-01 00:00:00.020160524,9950.0,10025.0,9825.0,9825.0,19371000,1917.051,-0.010075566750629705,0
1970-01-01 00:00:00.020160525,9925.0,9950.0,9875.0,9925.0,14242300,1936.563,0.010178117048346147,0
1970-01-01 00:00:00.020160526,10000.0,10300.0,9975.0,10300.0,32858400,2009.733,0.037783375314861534,0
1970-01-01 00:00:00.020160527,10250.0,10400.0,10175.0,10400.0,19817600,2029.245,0.009708737864077666,0
1970-01-01 00:00:00.020160530,10450.0,10675.0,10400.0,10625.0,43144900,2073.147,0.02163461538461542,0
1970-01-01 00:00:00.020160531,10625.0,10625.0,10325.0,10350.0,37929400,2019.489,-0.025882352941176467,0
1970-01-01 00:00:00.020160601,10350.0,10500.0,10325.0,10450.0,24240300,2039.001,0.009661835748792313,0
1970-01-01 00:00:00.020160602,10350.0,10400.0,10200.0,10275.0,17682900,2004.855,-0.01674641148325362,0
1970-01-01 00:00:00.020160603,10325.0,10450.0,10250.0,10400.0,12341600,2029.245,0.012165450121654597,0
1970-01-01 00:00:00.020160606,10450.0,10600.0,10375.0,10600.0,19534700,2068.269,0.019230769230769162,0
1970-01-01 00:00:00.020160607,10625.0,10675.0,10575.0,10650.0,23375200,2078.025,0.004716981132075526,0
1970-01-01 00:00:00.020160608,10600.0,10650.0,10525.0,10650.0,22585100,2078.025,0.0,0
1970-01-01 00:00:00.020160609,10650.0,10650.0,10375.0,10375.0,14185500,2024.367,-0.025821596244131495,0
1970-01-01 00:00:00.020160610,10350.0,10450.0,10325.0,10325.0,11476800,2014.611,-0.004819277108433773,0
1970-01-01 00:00:00.020160613,10325.0,10325.0,10075.0,10100.0,19337300,1970.709,-0.021791767554479424,0
1970-01-01 00:00:00.020160614,10050.0,10125.0,9925.0,9975.0,20075600,1946.319,-0.012376237623762387,0
1970-01-01 00:00:00.020160615,9900.0,10125.0,9900.0,10050.0,17553000,1960.953,0.007518796992481258,0
1970-01-01 00:00:00.020160616,10175.0,10225.0,10125.0,10200.0,29429800,1990.221,0.014925373134328401,0
1970-01-01 00:00:00.020160617,10250.0,10300.0,10000.0,10250.0,22676300,1999.977,0.004901960784313708,0
1970-01-01 00:00:00.020160620,10400.0,10425.0,10175.0,10325.0,14816600,2014.611,0.007317073170731714,0
1970-01-01 00:00:00.020160621,10300.0,10400.0,10275.0,10400.0,18990000,2029.245,0.007263922518159882,0
1970-01-01 00:00:00.020160622,10400.0,10500.0,10350.0,10500.0,13161800,2048.757,0.009615384615384581,0
1970-01-01 00:00:00.020160623,10500.0,10500.0,10300.0,10425.0,9510700,2034.123,-0.0071428571428571175,0
1970-01-01 00:00:00.020160624,10300.0,10425.0,10000.0,10300.0,22675700,2009.733,-0.011990407673860948,0
1970-01-01 00:00:00.020160627,10050.0,10275.0,10050.0,10225.0,7109500,1995.099,-0.007281553398058249,0
1970-01-01 00:00:00.020160628,10150.0,10400.0,10125.0,10375.0,30635400,2024.367,0.014669926650366705,0
1970-01-01 00:00:00.020160629,10425.0,10675.0,10425.0,10675.0,37635400,2082.903,0.028915662650602414,0
1970-01-01 00:00:00.020160630,10800.0,10925.0,10725.0,10800.0,51831600,2107.293,0.011709601873536313,0
1970-01-01 00:00:00.020160701,10900.0,10950.0,10700.0,10750.0,20531700,2097.537,-0.00462962962962965,0
1970-01-01 00:00:00.020160711,10950.0,11400.0,10900.0,11350.0,67449000,2214.609,0.05581395348837215,0
1970-01-01 00:00:00.020160712,11500.0,11600.0,11425.0,11500.0,31827000,2243.877,0.013215859030837107,0
1970-01-01 00:00:00.020160713,11500.0,11550.0,11400.0,11550.0,21606800,2253.633,0.004347826086956497,0
1970-01-01 00:00:00.020160714,11600.0,11600.0,11325.0,11375.0,21399500,2219.487,-0.015151515151515138,0
1970-01-01 00:00:00.020160715,11450.0,11525.0,11450.0,11500.0,16148700,2243.877,0.01098901098901095,0
1970-01-01 00:00:00.020160718,11300.0,11600.0,11300.0,11475.0,21720800,2238.999,-0.0021739130434782483,0
1970-01-01 00:00:00.020160719,11325.0,11850.0,11325.0,11800.0,50028400,2302.413,0.028322440087146017,0
1970-01-01 00:00:00.020160720,11800.0,12000.0,11800.0,11875.0,27737400,2317.047,0.006355932203389925,0
1970-01-01 00:00:00.020160721,11775.0,11875.0,11500.0,11500.0,21088500,2243.877,-0.03157894736842104,0
1970-01-01 00:00:00.020160722,11425.0,11475.0,11250.0,11425.0,19538100,2229.243,-0.006521739130434745,0
1970-01-01 00:00:00.020160725,11350.0,11450.0,11175.0,11350.0,16277400,2214.609,-0.006564551422319487,0
1970-01-01 00:00:00.020160726,11300.0,11550.0,11250.0,11550.0,12569900,2253.633,0.017621145374449254,0
1970-01-01 00:00:00.020160727,11600.0,11750.0,11550.0,11600.0,55359000,2263.389,0.0043290043290042934,0
1970-01-01 00:00:00.020160728,11400.0,11500.0,11275.0,11400.0,24140800,2224.365,-0.017241379310344862,0
1970-01-01 00:00:00.020160729,11450.0,11650.0,11450.0,11525.0,46580300,2248.755,0.010964912280701844,0
1970-01-01 00:00:00.020160801,11600.0,11775.0,11575.0,11725.0,59058800,2287.779,0.017353579175704903,0
1970-01-01 00:00:00.020160802,11725.0,11825.0,11700.0,11750.0,24408800,2292.657,0.002132196162046851,0
1970-01-01 00:00:00.020160803,11800.0,11800.0,11550.0,11650.0,14112000,2273.145,-0.008510638297872353,0
1970-01-01 00:00:00.020160804,11850.0,11875.0,11725.0,11800.0,33869800,2302.413,0.012875536480686733,0
1970-01-01 00:00:00.020160805,11875.0,12025.0,11850.0,11975.0,51326300,2336.559,0.014830508474576343,0
1970-01-01 00:00:00.020160808,12100.0,12250.0,12050.0,12150.0,41424700,2370.705,0.014613778705636848,0
1970-01-01 00:00:00.020160809,12150.0,12225.0,11975.0,12000.0,28101700,2341.437,-0.012345679012345734,0
1970-01-01 00:00:00.020160810,12050.0,12175.0,11775.0,12000.0,18657400,2341.437,0.0,0
1970-01-01 00:00:00.020160811,12100.0,12100.0,11850.0,11900.0,22711000,2321.925,-0.008333333333333304,0
1970-01-01 00:00:00.020160812,11750.0,12150.0,11750.0,11950.0,27050900,2331.681,0.004201680672268893,0
1970-01-01 00:00:00.020160815,12000.0,12125.0,11925.0,12000.0,18540100,2341.437,0.004184100418409997,0
1970-01-01 00:00:00.020160816,12150.0,12175.0,12050.0,12100.0,35836700,2360.949,0.008333333333333304,0
1970-01-01 00:00:00.020160818,12150.0,12175.0,12050.0,12100.0,45956600,2360.949,0.0,0
1970-01-01 00:00:00.020160819,12000.0,12125.0,11900.0,12000.0,26257200,2341.437,-0.008264462809917328,0
1970-01-01 00:00:00.020160822,11950.0,11950.0,11725.0,11850.0,27465600,2312.169,-0.012499999999999956,0
1970-01-01 00:00:00.020160823,11600.0,11700.0,11500.0,11550.0,37240300,2253.633,-0.025316455696202556,0
1970-01-01 00:00:00.020160824,11625.0,11775.0,11525.0,11650.0,17897600,2273.145,0.008658008658008587,0
1970-01-01 00:00:00.020160825,11750.0,11900.0,11725.0,11850.0,25570700,2312.169,0.01716738197424883,0
1970-01-01 00:00:00.020160826,11750.0,11825.0,11675.0,11750.0,18471800,2292.657,-0.008438818565400852,0
1970-01-01 00:00:00.020160829,11600.0,11625.0,11475.0,11500.0,29211800,2243.877,-0.021276595744680882,0
1970-01-01 00:00:00.020160830,11600.0,11625.0,11475.0,11525.0,25371800,2248.755,0.0021739130434783593,0
1970-01-01 00:00:00.020160831,11650.0,11775.0,11625.0,11650.0,31006400,2273.145,0.010845986984815648,0
1970-01-01 00:00:00.020160901,11550.0,11725.0,11525.0,11700.0,21216600,2282.901,0.0042918454935623185,0
1970-01-01 00:00:00.020160902,11500.0,11700.0,11500.0,11625.0,22321400,2268.267,-0.0064102564102563875,0
1970-01-01 00:00:00.020160905,11800.0,11825.0,11725.0,11800.0,25040800,2302.413,0.01505376344086029,0
1970-01-01 00:00:00.020160906,11850.0,11875.0,11750.0,11875.0,14568900,2317.047,0.006355932203389925,0
1970-01-01 00:00:00.020160907,11925.0,11975.0,11825.0,11975.0,23487600,2336.559,0.008421052631578885,0
1970-01-01 00:00:00.020160908,11900.0,12000.0,11900.0,11975.0,11732100,2336.559,0.0,0
1970-01-01 00:00:00.020160909,11950.0,11975.0,11725.0,11750.0,19917900,2292.657,-0.018789144050104345,0
1970-01-01 00:00:00.020160913,11675.0,11775.0,11600.0,11675.0,21751100,2278.023,-0.006382978723404209,0
1970-01-01 00:00:00.020160914,11575.0,11725.0,11500.0,11700.0,18295600,2282.901,0.0021413276231263545,0
1970-01-01 00:00:00.020160915,11700.0,12050.0,11675.0,11975.0,28220400,2336.559,0.02350427350427342,0
1970-01-01 00:00:00.020160916,12000.0,12050.0,11900.0,11925.0,27597900,2326.803,-0.0041753653444676075,0
1970-01-01 00:00:00.020160919,12000.0,12075.0,11850.0,11850.0,13655200,2312.169,-0.0062893081761006275,0
1970-01-01 00:00:00.020160920,12000.0,12025.0,11925.0,12000.0,24630700,2341.437,0.012658227848101333,0
1970-01-01 00:00:00.020160921,11950.0,12050.0,11900.0,12000.0,31118300,2341.437,0.0,0
1970-01-01 00:00:00.020160922,12100.0,12200.0,12050.0,12075.0,26920900,2356.071,0.006250000000000089,0
1970-01-01 00:00:00.020160923,12000.0,12125.0,11975.0,12075.0,22258800,2356.071,0.0,0
1970-01-01 00:00:00.020160926,12050.0,12125.0,12025.0,12025.0,14435900,2346.315,-0.0041407867494823725,0
1970-01-01 00:00:00.020160927,11875.0,12150.0,11775.0,12100.0,24057900,2360.949,0.006237006237006293,0
1970-01-01 00:00:00.020160928,12100.0,12175.0,12050.0,12100.0,41531900,2360.949,0.0,0
1970-01-01 00:00:00.020160929,12200.0,12250.0,12125.0,12225.0,25947500,2385.339,0.010330578512396604,0
1970-01-01 00:00:00.020160930,12100.0,12250.0,12075.0,12200.0,22375700,2380.461,-0.002044989775051076,0
1970-01-01 00:00:00.020161003,12200.0,12325.0,12200.0,12275.0,27899600,2395.095,0.006147540983606481,0
1970-01-01 00:00:00.020161004,12275.0,12325.0,12150.0,12275.0,13652700,2395.095,0.0,0
1970-01-01 00:00:00.020161005,12325.0,12325.0,12225.0,12300.0,27455200,2399.973,0.0020366598778003286,0
1970-01-01 00:00:00.020161006,12300.0,12400.0,12275.0,12400.0,20926500,2419.485,0.008130081300812941,0
1970-01-01 00:00:00.020161007,12400.0,12400.0,11950.0,11975.0,25879400,2336.559,-0.03427419354838712,0
1970-01-01 00:00:00.020161010,11900.0,12025.0,11825.0,11850.0,12134100,2312.169,-0.01043841336116913,0
1970-01-01 00:00:00.020161011,11900.0,12000.0,11900.0,11950.0,31740800,2331.681,0.00843881856540074,0
1970-01-01 00:00:00.020161012,11925.0,12125.0,11825.0,12000.0,12757900,2341.437,0.004184100418409997,0
1970-01-01 00:00:00.020161013,12050.0,12150.0,11850.0,11975.0,17981400,2336.559,-0.002083333333333326,0
1970-01-01 00:00:00.020161014,11900.0,12325.0,11850.0,12225.0,17618400,2385.339,0.02087682672233826,0
1970-01-01 00:00:00.020161017,12150.0,12275.0,12150.0,12150.0,20157200,2370.705,-0.006134969325153339,0
1970-01-01 00:00:00.020161018,12275.0,12275.0,12150.0,12200.0,13763200,2380.461,0.004115226337448652,0
1970-01-01 00:00:00.020161019,12275.0,12275.0,12100.0,12150.0,7490800,2370.705,-0.004098360655737654,0
1970-01-01 00:00:00.020161020,12075.0,12200.0,12075.0,12125.0,12196100,2365.827,-0.002057613168724326,0
1970-01-01 00:00:00.020161021,12175.0,12225.0,12125.0,12225.0,8841700,2385.339,0.008247422680412342,0
1970-01-01 00:00:00.020161024,12225.0,12275.0,12150.0,12200.0,10070300,2380.461,-0.002044989775051076,0
1970-01-01 00:00:00.020161025,12300.0,12300.0,12150.0,12150.0,11090600,2370.705,-0.004098360655737654,0
1970-01-01 00:00:00.020161026,12000.0,12225.0,12000.0,12075.0,22725500,2356.071,-0.006172839506172867,0
1970-01-01 00:00:00.020161027,12075.0,12200.0,12025.0,12200.0,14136200,2380.461,0.010351966873705987,0
1970-01-01 00:00:00.020161028,12000.0,12250.0,12000.0,12200.0,13441300,2380.461,0.0,0
1970-01-01 00:00:00.020161031,12300.0,12300.0,12075.0,12200.0,19327200,2380.461,0.0,0
1970-01-01 00:00:00.020161101,12250.0,12300.0,12200.0,12225.0,14152800,2385.339,0.002049180327868827,0
1970-01-01 00:00:00.020161102,12225.0,12450.0,12175.0,12400.0,19590800,2419.485,0.014314928425357865,0
1970-01-01 00:00:00.020161103,12400.0,12400.0,12250.0,12325.0,14408700,2404.851,-0.006048387096774244,0
1970-01-01 00:00:00.020161104,12200.0,12400.0,12150.0,12400.0,9572800,2419.485,0.006085192697768749,0
1970-01-01 00:00:00.020161107,12400.0,12525.0,12300.0,12450.0,19564300,2429.241,0.0040322580645162365,0
1970-01-01 00:00:00.020161108,12500.0,12975.0,12500.0,12875.0,25765700,2512.167,0.034136546184738936,0
1970-01-01 00:00:00.020161109,12875.0,12975.0,12450.0,12600.0,28044100,2458.509,-0.021359223300970842,0
1970-01-01 00:00:00.020161110,12750.0,12825.0,12650.0,12700.0,17575600,2478.021,0.007936507936507908,0
1970-01-01 00:00:00.020161111,12400.0,12400.0,11925.0,11975.0,59533900,2336.559,-0.057086614173228356,0
1970-01-01 00:00:00.020161114,11700.0,11725.0,11125.0,11125.0,76031700,2170.707,-0.07098121085594988,0
1970-01-01 00:00:00.020161115,11200.0,11400.0,11025.0,11025.0,44720900,2151.195,-0.008988764044943864,0
1970-01-01 00:00:00.020161116,11200.0,11550.0,11200.0,11500.0,36341900,2243.877,0.04308390022675734,0
1970-01-01 00:00:00.020161117,11500.0,11600.0,11375.0,11500.0,19257400,2243.877,0.0,0
1970-01-01 00:00:00.020161118,11600.0,11600.0,11425.0,11500.0,19311300,2243.877,0.0,0
1970-01-01 00:00:00.020161121,11425.0,11475.0,11350.0,11450.0,14679300,2234.121,-0.004347826086956497,0
1970-01-01 00:00:00.020161122,11350.0,11500.0,11350.0,11475.0,20426300,2238.999,0.0021834061135370675,0
1970-01-01 00:00:00.020161123,11475.0,11550.0,11400.0,11500.0,17563800,2243.877,0.002178649237472685,0
1970-01-01 00:00:00.020161124,11350.0,11450.0,11225.0,11300.0,22662100,2204.853,-0.017391304347826098,0
1970-01-01 00:00:00.020161125,11050.0,11175.0,10875.0,10925.0,38602700,2131.683,-0.0331858407079646,0
1970-01-01 00:00:00.020161128,10750.0,10850.0,10425.0,10475.0,58410400,2043.879,-0.041189931350114395,0
1970-01-01 00:00:00.020161129,10425.0,10675.0,10425.0,10550.0,34022800,2058.513,0.007159904534606243,0
1970-01-01 00:00:00.020161130,10675.0,10975.0,10650.0,10900.0,56825100,2126.805,0.033175355450236976,0
1970-01-01 00:00:00.020161201,10900.0,11100.0,10875.0,11050.0,25200400,2156.073,0.013761467889908285,0
1970-01-01 00:00:00.020161202,11050.0,11375.0,11000.0,11300.0,22200400,2204.853,0.02262443438914019,0
1970-01-01 00:00:00.020161205,11200.0,11325.0,11125.0,11125.0,17881000,2170.707,-0.015486725663716783,0
1970-01-01 00:00:00.020161206,11150.0,11400.0,11100.0,11325.0,20032300,2209.731,0.01797752808988773,0
1970-01-01 00:00:00.020161207,11350.0,11425.0,11275.0,11425.0,10128500,2229.243,0.008830022075055233,0
1970-01-01 00:00:00.020161208,11375.0,11500.0,11300.0,11500.0,14636200,2243.877,0.006564551422319376,0
1970-01-01 00:00:00.020161209,11475.0,11500.0,11400.0,11475.0,16800100,2238.999,-0.0021739130434782483,0
1970-01-01 00:00:00.020161213,11450.0,11725.0,11400.0,11725.0,18685700,2287.779,0.02178649237472774,0
1970-01-01 00:00:00.020161214,11725.0,11750.0,11475.0,11500.0,20765000,2243.877,-0.019189765458422214,0
1970-01-01 00:00:00.020161215,11150.0,11475.0,11000.0,11400.0,19726800,2224.365,-0.008695652173912993,0
1970-01-01 00:00:00.020161216,11400.0,11400.0,11225.0,11275.0,35122700,2199.975,-0.010964912280701733,0
1970-01-01 00:00:00.020161219,11275.0,11375.0,11250.0,11250.0,14240000,2195.097,-0.0022172949002217113,0
